backend_name,timestamp,id0,id1,id2,id3,id4,id5,id6,rz0,rz1,rz2,rz3,rz4,rz5,rz6,sx0,sx1,sx2,sx3,sx4,sx5,sx6,x0,x1,x2,x3,x4,x5,x6,cx6_5,cx5_6,cx4_5,cx5_4,cx3_5,cx5_3,cx3_1,cx1_3,cx2_1,cx1_2,cx0_1,cx1_0,T1_q0,T2_q0,frequency_q0,readout_error_q0,prob_meas0_prep1_q0,prob_meas1_prep0_q0,T1_q1,T2_q1,frequency_q1,readout_error_q1,prob_meas0_prep1_q1,prob_meas1_prep0_q1,T1_q2,T2_q2,frequency_q2,readout_error_q2,prob_meas0_prep1_q2,prob_meas1_prep0_q2,T1_q3,T2_q3,frequency_q3,readout_error_q3,prob_meas0_prep1_q3,prob_meas1_prep0_q3,T1_q4,T2_q4,frequency_q4,readout_error_q4,prob_meas0_prep1_q4,prob_meas1_prep0_q4,T1_q5,T2_q5,frequency_q5,readout_error_q5,prob_meas0_prep1_q5,prob_meas1_prep0_q5,T1_q6,T2_q6,frequency_q6,readout_error_q6,prob_meas0_prep1_q6,prob_meas1_prep0_q6
ibm_perth,2022-11-20 18:18:14-05:00,0.0001675980488971534,0.0005939124509877151,0.000589045287304334,0.00040560794326277095,0.00035461595959634137,0.0005636537162737079,0.0003417076980652626,0,0,0,0,0,0,0,0.0001675980488971534,0.0005939124509877151,0.000589045287304334,0.00040560794326277095,0.00035461595959634137,0.0005636537162737079,0.0003417076980652626,0.0001675980488971534,0.0005939124509877151,0.000589045287304334,0.00040560794326277095,0.00035461595959634137,0.0005636537162737079,0.0003417076980652626,0.020320086949233707,0.020320086949233707,0.01673275426719925,0.01673275426719925,0.010393577644576019,0.010393577644576019,0.014986653790394128,0.014986653790394128,0.01499825263461485,0.01499825263461485,0.01169531105613919,0.01169531105613919,145.64758155183944,92.60651484447627,5.157541466618221,0.01529999999999998,0.012199999999999989,0.0184,135.5394427441408,59.83991695892691,5.033685334095149,0.016699999999999937,0.018199999999999994,0.0152,39.49535820188099,40.296272743414,4.862678624526513,0.01869999999999994,0.019,0.018399999999999972,112.15972124720702,199.66348953477183,5.125122948884841,0.05020000000000002,0.0568,0.04359999999999997,175.47669378498122,123.9724163022633,5.159216504771634,0.010599999999999943,0.0112,0.010000000000000009,160.9628440075058,183.63925591828706,4.978619720610511,0.011400000000000077,0.013000000000000012,0.0098,86.09618997781108,102.83806989713123,5.1566429204911834,0.005800000000000027,0.007399999999999962,0.0042
