backend_name,timestamp,id0,id1,id2,id3,id4,sx0,sx1,sx2,sx3,sx4,x0,x1,x2,x3,x4,cx4_3,cx3_4,cx3_1,cx1_3,cx2_1,cx1_2,cx1_0,cx0_1,T1_q0,T2_q0,frequency_q0,readout_error_q0,prob_meas0_prep1_q0,prob_meas1_prep0_q0,T1_q1,T2_q1,frequency_q1,readout_error_q1,prob_meas0_prep1_q1,prob_meas1_prep0_q1,T1_q2,T2_q2,frequency_q2,readout_error_q2,prob_meas0_prep1_q2,prob_meas1_prep0_q2,T1_q3,T2_q3,frequency_q3,readout_error_q3,prob_meas0_prep1_q3,prob_meas1_prep0_q3,T1_q4,T2_q4,frequency_q4,readout_error_q4,prob_meas0_prep1_q4,prob_meas1_prep0_q4,accuracy,accuracy-diff,accuracy-diff-bad,accuracy-diff-good,accuracy-diff-mid,dynamic_training
ibmq_belem,2021-11-21 00:41:56-05:00,0.000172448,0.000482877,0.000236849,0.000231182,0.00020075,0.000172448,0.000482877,0.000236849,0.000231182,0.00020075,0.000172448,0.000482877,0.000236849,0.000231182,0.00020075,0.008513629,0.008513629,0.020040601,0.020040601,0.019536189,0.019536189,0.033619,0.033619,86.48923297,111.601178,5.090158926,0.0183,0.0272,0.0094,57.22791149,93.75081157,5.245575413,0.0355,0.062,0.009,64.6130493,44.66712897,5.361467158,0.0208,0.0342,0.0074,74.02762252,85.09194049,5.170379878,0.0209,0.0332,0.0086,106.514077,177.5350228,5.258461265,0.016,0.0264,0.0056,0.58,0.485,0.59,0.85,0.815,0.85
ibmq_belem,2021-11-22 01:13:32-05:00,0.000188436,0.00026353,0.000230966,0.000264708,0.000213732,0.000188436,0.00026353,0.000230966,0.000264708,0.000213732,0.000188436,0.00026353,0.000230966,0.000264708,0.000213732,0.009510704,0.009510704,0.016393195,0.016393195,0.013062708,0.013062708,0.031003755,0.031003755,103.2379199,137.8056968,5.090158357,0.0217,0.0352,0.0082,31.54064668,38.66306027,5.245560268,0.0407,0.0688,0.0126,48.0897633,38.60584937,5.361466568,0.0217,0.0368,0.0066,83.59820682,121.8862237,5.170375735,0.0171,0.0302,0.004,94.66352891,150.0568316,5.258462091,0.0178,0.0296,0.006,0.665,0.61,0.54,0.86,0.83,0.86
ibmq_belem,2021-11-23 00:36:20-05:00,0.000165558,0.000263721,0.000249591,0.000234976,0.00021534,0.000165558,0.000263721,0.000249591,0.000234976,0.00021534,0.000165558,0.000263721,0.000249591,0.000234976,0.00021534,0.007551207,0.007551207,0.008196523,0.008196523,0.00779689,0.00779689,0.014968821,0.014968821,93.59331654,95.21676599,5.09016097,0.0167,0.0266,0.0068,91.09713628,119.1732133,5.245573085,0.0218,0.0336,0.01,80.15550159,57.49443532,5.361465006,0.0214,0.0374,0.0054,67.2692383,130.2504506,5.170382325,0.0192,0.0316,0.0068,92.14256638,114.1696027,5.258459401,0.0175,0.028,0.007,0.805,0.735,0.51,0.9,0.83,0.9
ibmq_belem,2021-11-24 00:55:46-05:00,0.000222084,0.000304743,0.000224356,0.00024277,0.00019949,0.000222084,0.000304743,0.000224356,0.00024277,0.00019949,0.000222084,0.000304743,0.000224356,0.00024277,0.00019949,0.007335612,0.007335612,0.00949987,0.00949987,0.006674877,0.006674877,0.017021374,0.017021374,73.88183876,123.1766305,5.0901586,0.0199,0.0328,0.007,56.47820621,102.9825485,5.245572687,0.0255,0.0422,0.0088,66.87553645,55.17547757,5.361464808,0.0223,0.0366,0.008,79.10136835,101.8177249,5.170381678,0.0191,0.0338,0.0044,118.2387609,171.2390414,5.258457689,0.0182,0.0312,0.0052,0.8,0.795,0.74,0.85,0.805,0.85
ibmq_belem,2021-11-25 00:41:03-05:00,0.000505804,0.000283698,0.000240248,0.000238464,0.000205198,0.000505804,0.000283698,0.000240248,0.000238464,0.000205198,0.000505804,0.000283698,0.000240248,0.000238464,0.000205198,0.010276564,0.010276564,0.007996335,0.007996335,0.007186305,0.007186305,0.021798669,0.021798669,77.65916068,108.493483,5.090163122,0.0777,0.1212,0.0342,48.13779784,93.90766101,5.245571955,0.0241,0.0386,0.0096,91.66381956,55.50963175,5.361471875,0.022,0.031,0.013,90.84587945,155.3527836,5.170380566,0.0183,0.0342,0.0024,66.89266191,102.4266608,5.258463029,0.02,0.0314,0.0086,0.825,0.795,0.74,0.865,0.805,0.865
ibmq_belem,2021-11-26 01:20:36-05:00,0.000771841,0.001045752,0.000251041,0.00024792,0.000234531,0.000771841,0.001045752,0.000251041,0.00024792,0.000234531,0.000771841,0.001045752,0.000251041,0.00024792,0.000234531,0.008410322,0.008410322,0.00878919,0.00878919,0.00784059,0.00784059,0.030576269,0.030576269,101.3776327,116.3922747,5.090161413,0.0711,0.122,0.0202,100.4031675,101.1453281,5.245573008,0.0216,0.0366,0.0066,93.96080204,53.36479371,5.361467104,0.0234,0.038,0.0088,101.1526086,152.4386899,5.170379647,0.0165,0.0296,0.0034,66.89266191,102.4266608,5.258465751,0.0246,0.043,0.0062,0.795,0.77,0.71,0.84,0.825,0.84
ibmq_belem,2021-11-27 01:15:12-05:00,0.00056235,0.000240984,0.000227407,0.000246603,0.00021563,0.00056235,0.000240984,0.000227407,0.000246603,0.00021563,0.00056235,0.000240984,0.000227407,0.000246603,0.00021563,0.009012404,0.009012404,0.007726383,0.007726383,0.006936393,0.006936393,0.019268362,0.019268362,106.227203,101.5343676,5.090157591,0.0187,0.0302,0.0072,115.3334847,133.8226039,5.245575832,0.0246,0.0418,0.0074,105.9188448,61.99221992,5.361464767,0.0215,0.031,0.012,136.8043295,138.9458678,5.170378001,0.0189,0.0298,0.008,111.3736894,81.10584323,5.2584595,0.0178,0.031,0.0046,0.725,0.705,0.72,0.775,0.82,0.82
ibmq_belem,2021-11-28 01:20:57-05:00,0.000743783,0.000259482,0.000240832,0.000239732,0.00026438,0.000743783,0.000259482,0.000240832,0.000239732,0.00026438,0.000743783,0.000259482,0.000240832,0.000239732,0.00026438,0.008961439,0.008961439,0.008368123,0.008368123,0.006811643,0.006811643,0.056409972,0.056409972,19.02315067,35.23315058,5.090181792,0.0703,0.1242,0.0164,68.59019758,90.60851058,5.245567957,0.0241,0.0404,0.0078,77.34751912,56.96649646,5.361465818,0.0217,0.0354,0.008,111.8924272,139.9928472,5.170379744,0.017,0.0292,0.0048,95.36977484,117.3823462,5.258460676,0.0203,0.0338,0.0068,0.83,0.815,0.74,0.85,0.82,0.85
ibmq_belem,2021-11-29 01:26:22-05:00,0.000501353,0.000753803,0.000246294,0.000274374,0.000376279,0.000501353,0.000753803,0.000246294,0.000274374,0.000376279,0.000501353,0.000753803,0.000246294,0.000274374,0.000376279,0.00971063,0.00971063,0.007733183,0.007733183,0.007316852,0.007316852,0.018576964,0.018576964,80.39068692,130.6192786,5.090157353,0.0224,0.0366,0.0082,87.86317084,113.8934825,5.245576051,0.0202,0.0334,0.007,88.4080981,60.81070506,5.361467842,0.022,0.0314,0.0126,120.3553446,164.7018869,5.170376127,0.0169,0.0298,0.004,61.95310901,105.7925533,5.258457895,0.0198,0.034,0.0056,0.235,0.235,0.73,0.8,0.79,0.8
ibmq_belem,2021-11-30 01:04:28-05:00,0.000751095,0.000300211,0.000217193,0.000364604,0.000271716,0.000751095,0.000300211,0.000217193,0.000364604,0.000271716,0.000751095,0.000300211,0.000217193,0.000364604,0.000271716,0.010170424,0.010170424,0.008854071,0.008854071,0.006693075,0.006693075,0.030241213,0.030241213,66.77840669,130.6192786,5.090166062,0.0942,0.1626,0.0258,113.1368513,132.2039937,5.245570097,0.0245,0.0418,0.0072,69.17502879,45.03668216,5.361467524,0.0209,0.0318,0.01,125.3373897,149.0946866,5.170379749,0.0205,0.0332,0.0078,93.29257454,128.1954323,5.258458681,0.0315,0.05,0.013,0.835,0.825,0.735,0.85,0.81,0.85
ibmq_belem,2021-12-01 01:11:35-05:00,0.000313577,0.000266263,0.000227146,0.000252413,0.00026695,0.000313577,0.000266263,0.000227146,0.000252413,0.00026695,0.000313577,0.000266263,0.000227146,0.000252413,0.00026695,0.007791375,0.007791375,0.008278922,0.008278922,0.007088,0.007088,0.018161633,0.018161633,81.61958959,104.7331988,5.090155832,0.019,0.0308,0.0072,101.7982645,88.49193782,5.245569558,0.0241,0.0408,0.0074,81.67206646,54.5655745,5.36146651,0.0208,0.0352,0.0064,117.0202139,170.4706824,5.170373962,0.021,0.0362,0.0058,93.20548194,142.8317555,5.258460154,0.0357,0.0592,0.0122,0.61,0.5,0.715,0.755,0.805,0.805
ibmq_belem,2021-12-02 01:27:01-05:00,0.000284962,0.000320659,0.000225763,0.000283802,0.000279624,0.000284962,0.000320659,0.000225763,0.000283802,0.000279624,0.000284962,0.000320659,0.000225763,0.000283802,0.000279624,0.00961191,0.00961191,0.009019824,0.009019824,0.006233528,0.006233528,0.018988261,0.018988261,96.64908008,94.58289604,5.090161262,0.0172,0.0292,0.0052,78.34200831,128.03781,5.245571222,0.0249,0.0374,0.0124,79.0237273,69.1780841,5.361471506,0.0202,0.0314,0.009,89.64572963,122.2912984,5.170377705,0.0216,0.0388,0.0044,101.9900683,158.5911584,5.258458835,0.0279,0.0462,0.0096,0.815,0.81,0.745,0.85,0.81,0.85
ibmq_belem,2021-12-03 01:11:42-05:00,0.000596916,0.000273584,0.000261816,0.000297135,0.000386247,0.000596916,0.000273584,0.000261816,0.000297135,0.000386247,0.000596916,0.000273584,0.000261816,0.000297135,0.000386247,0.012281774,0.012281774,0.009818969,0.009818969,0.009118682,0.009118682,0.019382294,0.019382294,55.97193288,94.58289604,5.09015283,0.0208,0.0366,0.005,104.5630499,117.0459119,5.245570132,0.0192,0.031,0.0074,82.6065732,62.68766584,5.361467361,0.0213,0.0322,0.0104,93.51566272,123.7346942,5.170380603,0.0287,0.0438,0.0136,108.1935366,125.4637166,5.258458358,0.0186,0.031,0.0062,0.81,0.805,0.74,0.85,0.81,0.85
ibmq_belem,2021-12-04 01:02:15-05:00,0.000477306,0.000261865,0.00034297,0.000265633,0.000442204,0.000477306,0.000261865,0.00034297,0.000265633,0.000442204,0.000477306,0.000261865,0.00034297,0.000265633,0.000442204,0.011712411,0.011712411,0.00838662,0.00838662,0.007169145,0.007169145,0.019199442,0.019199442,76.72066221,94.58289604,5.090194551,0.0192,0.0304,0.008,94.4872933,110.2949453,5.245565012,0.0224,0.0366,0.0082,54.96871169,31.97664235,5.36147095,0.0435,0.0728,0.0142,70.55450453,121.1472962,5.170377257,0.0192,0.0336,0.0048,77.11688743,94.44962538,5.258461442,0.0261,0.0418,0.0104,0.845,0.82,0.725,0.85,0.79,0.85
ibmq_belem,2021-12-05 02:10:25-05:00,0.000387584,0.00094814,0.000412402,0.000219704,0.00039247,0.000387584,0.00094814,0.000412402,0.000219704,0.00039247,0.000387584,0.00094814,0.000412402,0.000219704,0.00039247,0.009285402,0.009285402,0.013305444,0.013305444,0.01094714,0.01094714,0.023866037,0.023866037,80.41114115,94.58289604,5.090193513,0.0209,0.0306,0.0112,72.10358634,62.82915325,5.245574929,0.0674,0.115,0.0198,72.36260749,55.57058401,5.361463822,0.0554,0.0862,0.0246,73.84951259,98.32854255,5.170378183,0.0195,0.0316,0.0074,94.11560336,98.09407791,5.258456069,0.0315,0.055,0.008,0.805,0.775,0.735,0.84,0.795,0.84
ibmq_belem,2021-12-06 01:14:38-05:00,0.000842649,0.000574073,0.000243297,0.000325165,0.000460773,0.000842649,0.000574073,0.000243297,0.000325165,0.000460773,0.000842649,0.000574073,0.000243297,0.000325165,0.000460773,0.010529473,0.010529473,0.014548225,0.014548225,0.013420571,0.013420571,0.068833944,0.068833944,64.44200311,3.522950658,5.090217449,0.0977,0.1688,0.0266,48.48300814,57.7459861,5.245571466,0.0527,0.0882,0.0172,89.1242329,64.59988924,5.361465637,0.0234,0.0342,0.0126,51.71597487,142.1680753,5.170376909,0.0221,0.036,0.0082,111.8323179,143.9446196,5.258456366,0.0228,0.0388,0.0068,0.7,0.715,0.74,0.865,0.795,0.865
ibmq_belem,2021-12-07 00:37:07-05:00,0.00063896,0.00047188,0.000285319,0.000296366,0.000542074,0.00063896,0.00047188,0.000285319,0.000296366,0.000542074,0.00063896,0.00047188,0.000285319,0.000296366,0.000542074,0.010542125,0.010542125,0.012768283,0.012768283,0.010421977,0.010421977,0.025888948,0.025888948,60.09344723,14.09074236,5.090196608,0.0873,0.1454,0.0292,117.5031438,127.2319787,5.245571382,0.044,0.0746,0.0134,98.44805585,68.74794515,5.361496304,0.0192,0.028,0.0104,93.94710441,113.8666635,5.170375401,0.026,0.0452,0.0068,78.14883752,83.92387694,5.258455802,0.0198,0.032,0.0076,0.235,0.235,0.47,0.685,0.67,0.685
ibmq_belem,2021-12-08 00:40:29-05:00,0.000493908,0.000500471,0.000251788,0.000263498,0.000464842,0.000493908,0.000500471,0.000251788,0.000263498,0.000464842,0.000493908,0.000500471,0.000251788,0.000263498,0.000464842,0.01023463,0.01023463,0.009591988,0.009591988,0.010161264,0.010161264,0.020627434,0.020627434,74.78266154,14.09074236,5.090197201,0.0514,0.0834,0.0194,102.544868,91.70748423,5.245566339,0.0165,0.025,0.008,87.70679793,66.76640649,5.36149723,0.0184,0.0284,0.0084,101.4327809,151.683658,5.170378467,0.0147,0.0252,0.0042,91.3872667,161.3080444,5.258454259,0.0174,0.0294,0.0054,0.695,0.59,0.72,0.765,0.84,0.84
ibmq_belem,2021-12-09 00:46:16-05:00,0.000523047,0.000411317,0.000296892,0.000283177,0.000487609,0.000523047,0.000411317,0.000296892,0.000283177,0.000487609,0.000523047,0.000411317,0.000296892,0.000283177,0.000487609,0.010121822,0.010121822,0.010890852,0.010890852,0.007567473,0.007567473,0.019282892,0.019282892,94.84265451,23.77543714,5.090192374,0.0544,0.0884,0.0204,78.34495383,129.889048,5.245567534,0.0207,0.0322,0.0092,96.29670814,69.48661775,5.361497069,0.019,0.0272,0.0108,107.8012124,161.1410955,5.170376561,0.0192,0.0276,0.0108,151.4918504,149.0659608,5.258452304,0.0192,0.0268,0.0116,0.845,0.785,0.735,0.78,0.815,0.815
ibmq_belem,2021-12-10 00:39:44-05:00,0.00024539,0.000339923,0.000222882,0.000314974,0.000506565,0.00024539,0.000339923,0.000222882,0.000314974,0.000506565,0.00024539,0.000339923,0.000222882,0.000314974,0.000506565,0.011291078,0.011291078,0.010466995,0.010466995,0.007285302,0.007285302,0.019463708,0.019463708,104.7013594,50.15324383,5.090184874,0.0252,0.0432,0.0072,103.553701,108.1854933,5.245565878,0.022,0.0356,0.0084,73.97106732,59.78615837,5.361499357,0.022,0.0356,0.0084,114.2211169,169.2030873,5.170379103,0.0244,0.0394,0.0094,89.24050958,129.7493469,5.258455277,0.0168,0.0274,0.0062,0.815,0.82,0.735,0.8,0.825,0.825
ibmq_belem,2021-12-11 01:16:00-05:00,0.000216837,0.000288981,0.000928516,0.000279252,0.001112759,0.000216837,0.000288981,0.000928516,0.000279252,0.001112759,0.000216837,0.000288981,0.000928516,0.000279252,0.001112759,0.049171767,0.049171767,0.008868533,0.008868533,0.016367326,0.016367326,0.01573713,0.01573713,105.9606346,34.44186755,5.090182884,0.015,0.0218,0.0082,84.90576544,133.9440089,5.245572541,0.0412,0.0684,0.014,80.84265735,59.78615837,5.361485471,0.0726,0.121,0.0242,124.9494358,153.0842355,5.170375646,0.0355,0.0616,0.0094,72.4141051,133.4045239,5.258444533,0.0228,0.0384,0.0072,0.85,0.845,0.74,0.84,0.8,0.84
ibmq_belem,2021-12-12 01:44:29-05:00,0.000232697,0.000247077,0.000898143,0.000264725,0.001479864,0.000232697,0.000247077,0.000898143,0.000264725,0.001479864,0.000232697,0.000247077,0.000898143,0.000264725,0.001479864,0.020074568,0.020074568,0.007495465,0.007495465,0.017346713,0.017346713,0.014771715,0.014771715,82.56147652,51.72012717,5.090181605,0.0167,0.0258,0.0076,94.66968001,114.5624602,5.245571306,0.0177,0.03,0.0054,96.0139399,59.78615837,5.361492255,0.0731,0.117,0.0292,91.65404063,173.2001091,5.170376171,0.0194,0.0314,0.0074,84.32926325,133.4045239,5.25841057,0.0679,0.1244,0.0114,0.74,0.72,0.66,0.84,0.79,0.84
ibmq_belem,2021-12-13 01:00:53-05:00,0.000216397,0.000269598,0.000417748,0.000308064,0.001170479,0.000216397,0.000269598,0.000417748,0.000308064,0.001170479,0.000216397,0.000269598,0.000417748,0.000308064,0.001170479,0.043185472,0.043185472,0.009010481,0.009010481,0.01097619,0.01097619,0.014945166,0.014945166,95.97401204,50.36894526,5.090185332,0.0155,0.0228,0.0082,120.855968,103.529632,5.245575377,0.0245,0.0416,0.0074,84.30645841,67.27768249,5.361496463,0.0275,0.0456,0.0094,75.57091472,116.8495686,5.170388603,0.027,0.0432,0.0108,79.334187,130.4101176,5.258449468,0.0254,0.0464,0.0044,0.75,0.755,0.66,0.82,0.775,0.82
ibmq_belem,2021-12-14 00:48:30-05:00,0.000201255,0.000320259,0.000268109,0.00034693,0.000353641,0.000201255,0.000320259,0.000268109,0.00034693,0.000353641,0.000201255,0.000320259,0.000268109,0.00034693,0.000353641,0.011645866,0.011645866,0.009902935,0.009902935,0.008179398,0.008179398,0.01568438,0.01568438,95.20704436,50.98729869,5.090186765,0.0165,0.0264,0.0066,97.34002506,109.3277807,5.245570343,0.0201,0.0304,0.0098,90.38219785,62.0478868,5.361499054,0.0236,0.0396,0.0076,58.2590458,95.59625771,5.170375533,0.0251,0.0466,0.0036,100.9733983,152.1922941,5.258460581,0.0285,0.0464,0.0106,0.805,0.785,0.75,0.845,0.8,0.845
ibmq_belem,2021-12-15 00:44:02-05:00,0.000220398,0.000474497,0.000406222,0.000340964,0.000389067,0.000220398,0.000474497,0.000406222,0.000340964,0.000389067,0.000220398,0.000474497,0.000406222,0.000340964,0.000389067,0.013327679,0.013327679,0.011019612,0.011019612,0.01186164,0.01186164,0.018615817,0.018615817,78.82078853,43.49807186,5.090183513,0.0151,0.0242,0.006,75.8068297,82.29282658,5.245569516,0.0457,0.0694,0.022,93.70393545,45.56748337,5.361499457,0.0212,0.0326,0.0098,77.27499584,92.97700624,5.170383146,0.0294,0.052,0.0068,72.07774658,141.5460816,5.258459273,0.0282,0.0498,0.0066,0.805,0.77,0.745,0.835,0.79,0.835
ibmq_belem,2021-12-16 01:01:29-05:00,0.000198717,0.000326361,0.000450489,0.000272559,0.000287117,0.000198717,0.000326361,0.000450489,0.000272559,0.000287117,0.000198717,0.000326361,0.000450489,0.000272559,0.000287117,0.011539373,0.011539373,0.007965793,0.007965793,0.008789301,0.008789301,0.022287292,0.022287292,93.78145291,46.7113853,5.090180336,0.0146,0.0228,0.0064,82.65485086,95.81586652,5.245569042,0.027,0.0444,0.0096,65.70195635,48.78726421,5.361495212,0.0236,0.0398,0.0074,85.50271388,119.1007329,5.170375785,0.0214,0.0348,0.008,74.79275624,102.3312197,5.258458416,0.0257,0.045,0.0064,0.81,0.785,0.715,0.865,0.805,0.865
ibmq_belem,2021-12-17 01:30:38-05:00,0.000194889,0.000252968,0.000256693,0.000388335,0.000315168,0.000194889,0.000252968,0.000256693,0.000388335,0.000315168,0.000194889,0.000252968,0.000256693,0.000388335,0.000315168,0.01072661,0.01072661,0.008903296,0.008903296,0.006825987,0.006825987,0.016067576,0.016067576,104.2729575,39.92247949,5.090185895,0.0156,0.0226,0.0086,59.0976786,112.7905943,5.245569081,0.0243,0.0398,0.0088,87.43036506,65.11347163,5.361498538,0.0226,0.036,0.0092,100.3354928,133.4720501,5.170376085,0.0415,0.0672,0.0158,116.7782348,117.9890017,5.25845248,0.0264,0.0372,0.0156,0.825,0.79,0.73,0.855,0.815,0.855
ibmq_belem,2021-12-18 00:46:14-05:00,0.000205111,0.000260723,0.000294719,0.000409637,0.00031212,0.000205111,0.000260723,0.000294719,0.000409637,0.00031212,0.000205111,0.000260723,0.000294719,0.000409637,0.00031212,0.013503833,0.013503833,0.010385918,0.010385918,0.006368861,0.006368861,0.014350885,0.014350885,105.5075131,19.40985983,5.090192806,0.0178,0.0296,0.006,87.09393307,102.1726778,5.245565463,0.0232,0.0382,0.0082,115.4884829,66.63526927,5.361496092,0.024,0.0396,0.0084,70.16765612,85.03553926,5.170377094,0.0581,0.0984,0.0178,91.50540767,100.0373463,5.258453521,0.029,0.042,0.016,0.785,0.775,0.75,0.86,0.82,0.86
ibmq_belem,2021-12-19 00:46:20-05:00,0.000233438,0.000266668,0.000456021,0.000575312,0.000282775,0.000233438,0.000266668,0.000456021,0.000575312,0.000282775,0.000233438,0.000266668,0.000456021,0.000575312,0.000282775,0.014873939,0.014873939,0.008503215,0.008503215,0.006816138,0.006816138,0.014201611,0.014201611,88.93537816,40.64375315,5.090186581,0.0224,0.0364,0.0084,114.1534108,115.4652036,5.245575817,0.0225,0.037,0.008,43.1936039,32.18652525,5.361505538,0.0559,0.0922,0.0196,85.62971699,44.10049818,5.170371406,0.0257,0.043,0.0084,92.66726595,157.8418096,5.25845745,0.0204,0.037,0.0038,0.77,0.71,0.74,0.81,0.815,0.815
ibmq_belem,2021-12-20 00:44:10-05:00,0.000220468,0.000239962,0.000695457,0.000403008,0.000336305,0.000220468,0.000239962,0.000695457,0.000403008,0.000336305,0.000220468,0.000239962,0.000695457,0.000403008,0.000336305,0.009521693,0.009521693,0.011757359,0.011757359,0.009067129,0.009067129,0.013923061,0.013923061,104.7459486,79.18005501,5.090176821,0.0226,0.0364,0.0088,113.8599483,119.3682267,5.245571234,0.0192,0.0334,0.005,93.00754205,18.74994008,5.361490321,0.0589,0.0964,0.0214,85.03821092,121.0704162,5.170371452,0.0196,0.0348,0.0044,115.329834,174.8568327,5.258460759,0.017,0.0302,0.0038,0.79,0.785,0.75,0.84,0.795,0.84
ibmq_belem,2021-12-21 00:41:37-05:00,0.000219556,0.000230512,0.000392899,0.000327527,0.000358595,0.000219556,0.000230512,0.000392899,0.000327527,0.000358595,0.000219556,0.000230512,0.000392899,0.000327527,0.000358595,0.011781078,0.011781078,0.009600671,0.009600671,0.008440588,0.008440588,0.014565633,0.014565633,93.14334529,77.75409526,5.09017826,0.0213,0.0356,0.007,71.72420043,129.6374897,5.245570628,0.0209,0.0342,0.0076,78.03976815,59.19608675,5.361496458,0.0235,0.0396,0.0074,71.05853226,118.8396316,5.170376529,0.022,0.0362,0.0078,113.9052841,124.2890961,5.258463026,0.0298,0.0488,0.0108,0.76,0.77,0.745,0.82,0.785,0.82
ibmq_belem,2021-12-22 00:49:26-05:00,0.000206678,0.000293203,0.000591576,0.000300098,0.000376807,0.000206678,0.000293203,0.000591576,0.000300098,0.000376807,0.000206678,0.000293203,0.000591576,0.000300098,0.000376807,0.009371161,0.009371161,0.008669458,0.008669458,0.01166367,0.01166367,0.016025399,0.016025399,71.48006842,67.16320164,5.090176905,0.0246,0.0392,0.01,102.8360214,120.7862433,5.245566222,0.0232,0.0364,0.01,81.9942311,49.91128112,5.361489438,0.0312,0.0506,0.0118,87.30184319,111.1388465,5.170373882,0.0206,0.0376,0.0036,104.5090509,129.1011629,5.258462839,0.0222,0.0352,0.0092,0.825,0.8,0.735,0.86,0.805,0.86
ibmq_belem,2021-12-23 00:50:57-05:00,0.000234374,0.000414156,0.00048543,0.00027312,0.000337525,0.000234374,0.000414156,0.00048543,0.00027312,0.000337525,0.000234374,0.000414156,0.00048543,0.00027312,0.000337525,0.009031494,0.009031494,0.009864473,0.009864473,0.015205,0.015205,0.019474571,0.019474571,99.28573132,74.34174228,5.090178825,0.0245,0.0386,0.0104,69.17329931,81.19563089,5.245572262,0.0234,0.039,0.0078,94.16904158,73.45028872,5.361498061,0.0504,0.0788,0.022,107.9616562,154.6319983,5.170378498,0.0226,0.0386,0.0066,72.03352149,168.0079387,5.258460274,0.0207,0.035,0.0064,0.82,0.8,0.72,0.84,0.785,0.84
ibmq_belem,2021-12-24 00:45:43-05:00,0.000329897,0.000376198,0.000518917,0.000291933,0.000274007,0.000329897,0.000376198,0.000518917,0.000291933,0.000274007,0.000329897,0.000376198,0.000518917,0.000291933,0.000274007,0.010181162,0.010181162,0.009805734,0.009805734,0.012807913,0.012807913,0.019613164,0.019613164,103.5103987,95.99813847,5.090182362,0.0398,0.0592,0.0204,100.7144769,130.1296083,5.245569184,0.0194,0.0322,0.0066,102.5678702,59.47262757,5.361496626,0.0431,0.0698,0.0164,115.4615394,149.9855248,5.170377266,0.019,0.0326,0.0054,90.67906518,142.1068072,5.258460472,0.0212,0.0362,0.0062,0.78,0.775,0.655,0.85,0.785,0.85
ibmq_belem,2021-12-25 01:37:06-05:00,0.00039989,0.000412207,0.000316624,0.000270101,0.000282706,0.00039989,0.000412207,0.000316624,0.000270101,0.000282706,0.00039989,0.000412207,0.000316624,0.000270101,0.000282706,0.008699604,0.008699604,0.008442952,0.008442952,0.010071216,0.010071216,0.038260593,0.038260593,141.3771724,58.326537,5.09016915,0.026,0.044,0.008,139.5319067,94.62038929,5.245569863,0.0397,0.0718,0.0076,95.43611532,65.97294578,5.361494166,0.0298,0.0494,0.0102,123.0548181,125.6732718,5.170379297,0.0241,0.0406,0.0076,115.2476804,147.1622834,5.258461396,0.0175,0.029,0.006,0.805,0.805,0.695,0.82,0.785,0.82
ibmq_belem,2021-12-26 01:32:52-05:00,0.000230876,0.000331386,0.000363841,0.000242012,0.000284119,0.000230876,0.000331386,0.000363841,0.000242012,0.000284119,0.000230876,0.000331386,0.000363841,0.000242012,0.000284119,0.009253054,0.009253054,0.008939185,0.008939185,0.01023634,0.01023634,0.016107626,0.016107626,133.7549382,53.20250839,5.09017941,0.0235,0.0412,0.0058,84.46540446,110.009018,5.245566498,0.0318,0.0512,0.0124,89.8839547,74.14459626,5.36150115,0.0384,0.0666,0.0102,107.8009684,130.4516338,5.170373852,0.027,0.0422,0.0118,90.90450379,172.8900476,5.258457897,0.0199,0.0344,0.0054,0.795,0.755,0.67,0.865,0.8,0.865
ibmq_belem,2021-12-27 01:28:00-05:00,0.00025451,0.000777321,0.000373437,0.000230574,0.000332942,0.00025451,0.000777321,0.000373437,0.000230574,0.000332942,0.00025451,0.000777321,0.000373437,0.000230574,0.000332942,0.010778836,0.010778836,0.015986796,0.015986796,0.012785755,0.012785755,0.016896921,0.016896921,102.04525,60.76728871,5.090174693,0.0235,0.034,0.013,75.39222401,63.70116524,5.245569193,0.0258,0.0466,0.005,75.45924658,62.83092363,5.36149482,0.032,0.0502,0.0138,125.6412791,158.1120782,5.170374248,0.0328,0.0516,0.014,94.69956808,129.9667556,5.258465956,0.0307,0.0482,0.0132,0.81,0.795,0.725,0.85,0.795,0.85
ibmq_belem,2021-12-28 02:03:06-05:00,0.000314143,0.000324311,0.00031581,0.000301748,0.000325831,0.000314143,0.000324311,0.00031581,0.000301748,0.000325831,0.000314143,0.000324311,0.00031581,0.000301748,0.000325831,0.011239503,0.011239503,0.011112281,0.011112281,0.007221644,0.007221644,0.017055141,0.017055141,104.2233383,78.23575104,5.090221452,0.02,0.034,0.006,98.88741598,120.7652577,5.245575921,0.0274,0.0422,0.0126,92.25094069,63.99018172,5.361497144,0.0302,0.0458,0.0146,73.34058429,143.8449004,5.170375751,0.0314,0.0534,0.0094,104.4960146,156.016411,5.258460729,0.0185,0.032,0.005,0.82,0.785,0.65,0.85,0.8,0.85
